,words,surprisal,entropy,id,word_order,surprisal_new
0,Frische,26.259018421173096,15.901697635650635,59,1,
1,Gardinen,18.87244087457657,9.894074320793152,59,2,18.87244087457657
2,hängen,10.520395278930664,6.740279674530029,59,3,10.520395278930664
3,am,5.320113658905029,6.548659324645996,59,4,5.320113658905029
4,Fenster,2.820561170578003,8.366246223449707,59,5,2.820561170578003
5,Der,18.26059341430664,8.896342277526855,30,1,
6,Regen,11.327692985534668,11.863557815551758,30,2,11.327692985534668
7,tropft,11.318736113607883,7.902700841426849,30,3,11.318736113607883
8,vom,4.900145053863525,5.149147987365723,30,4,4.900145053863525
9,Dach,7.163442611694336,4.731602191925049,30,5,7.163442611694336
10,Montag,27.374187469482422,8.896342277526855,44,1,
11,war,10.882521629333496,7.427122116088867,44,2,10.882521629333496
12,es,5.321493148803711,7.886984825134277,44,3,5.321493148803711
13,uns,7.731157302856445,7.4463043212890625,44,4,7.731157302856445
14,zu,6.254377365112305,6.323855400085449,44,5,6.254377365112305
15,regnerisch,21.644026443362236,5.860802352428436,44,6,21.644026443362236
16,Der,18.26059341430664,8.896342277526855,17,1,
17,Bus,10.552653312683105,11.863557815551758,17,2,10.552653312683105
18,hupt,14.832810640335083,13.13100528717041,17,3,14.832810640335083
19,vor,5.850800037384033,5.709953784942627,17,4,5.850800037384033
20,der,3.4120848178863525,5.038167953491211,17,5,3.4120848178863525
21,belebten,15.550033912062645,10.134970247745514,17,6,15.550033912062645
22,Haltestelle,5.288198947906494,9.45466423034668,17,7,5.288198947906494
23,Sie,18.278270721435547,8.896342277526855,257,1,
24,trägt,12.359408378601074,7.353473663330078,257,2,12.359408378601074
25,ein,4.906501770019531,8.057985305786133,257,3,4.906501770019531
26,Lächeln,8.11851692199707,10.722633361816406,257,4,8.11851692199707
27,im,3.661642074584961,4.661816120147705,257,5,3.661642074584961
28,Gesicht,0.24031658470630646,1.2857060432434082,257,6,0.24031658470630646
29,Kinder,21.897796630859375,8.896342277526855,27,1,
30,spielen,9.915658950805664,9.259928703308105,27,2,9.915658950805664
31,fröhlich,12.51540756225586,8.027769088745117,27,3,12.51540756225586
32,im,5.073373317718506,5.51838493347168,27,4,5.073373317718506
33,Park,5.779038906097412,8.966754913330078,27,5,5.779038906097412
34,Ein,18.193517684936523,8.896342277526855,209,1,
35,Schiff,8.867080688476562,11.972281455993652,209,2,8.867080688476562
36,gleitet,15.06696367263794,16.27095937728882,209,3,15.06696367263794
37,über,3.5605716705322266,6.84151554107666,209,4,3.5605716705322266
38,das,3.5958316326141357,5.54115104675293,209,5,3.5958316326141357
39,Wasser,1.992472529411316,6.786994934082031,209,6,1.992472529411316
40,Sie,18.278270721435547,8.896342277526855,260,1,
41,läuft,15.634464263916016,7.353473663330078,260,2,15.634464263916016
42,entspannt,13.9521484375,7.526665210723877,260,3,13.9521484375
43,am,7.325272083282471,5.661861419677734,260,4,7.325272083282471
44,Strand,4.721149921417236,9.231670379638672,260,5,4.721149921417236
45,entlang,0.5072717666625977,2.459240198135376,260,6,0.5072717666625977
46,Die,17.841373443603516,8.896342277526855,69,1,
47,Rinder,13.46818733215332,12.353851318359375,69,2,13.46818733215332
48,sind,4.099489688873291,8.628273010253906,69,3,4.099489688873291
49,noch,6.010324954986572,8.551223754882812,69,4,6.010324954986572
50,auf,5.501384735107422,5.849682807922363,69,5,5.501384735107422
51,der,1.8834095001220703,5.308207035064697,69,6,1.8834095001220703
52,Weide,0.6471846699714661,2.508918046951294,69,7,0.6471846699714661
53,Die,17.841373443603516,8.896342277526855,207,1,
54,Vögel,13.082208633422852,12.353851318359375,207,2,13.082208633422852
55,umkreisten,14.448693150654435,8.935819149017334,207,3,14.448693150654435
56,den,3.4718847274780273,6.322240352630615,207,4,3.4718847274780273
57,Turm,8.277654647827148,10.335927963256836,207,5,8.277654647827148
58,Die,17.841373443603516,8.896342277526855,51,1,
59,Ärzte,11.6112699508667,12.353851318359375,51,2,11.6112699508667
60,sind,4.372074127197266,8.10910701751709,51,3,4.372074127197266
61,damit,8.125547409057617,8.48430347442627,51,4,8.125547409057617
62,gar,10.627677917480469,7.379258632659912,51,5,10.627677917480469
63,nicht,0.041794855147600174,0.3441506624221802,51,6,0.041794855147600174
64,einverstanden,1.6421529054641724,4.361608028411865,51,7,1.6421529054641724
65,Auf,20.565061569213867,8.896342277526855,60,1,
66,dem,3.501103639602661,8.60616397857666,60,2,3.501103639602661
67,Brett,11.569331169128418,9.935173988342285,60,3,11.569331169128418
68,leuchten,14.616473197937012,8.774554252624512,60,4,14.616473197937012
69,bunte,7.646736145019531,7.552475929260254,60,5,7.646736145019531
70,Tulpen,10.42662113904953,9.57030725479126,60,6,10.42662113904953
71,Opa,25.425183296203613,19.33225440979004,150,1,
72,jammert,27.770530700683594,18.704089164733887,150,2,27.770530700683594
73,ständig,9.524067878723145,8.186080932617188,150,3,9.524067878723145
74,über,2.990908145904541,5.401312828063965,150,4,2.990908145904541
75,seine,3.71321964263916,7.029982566833496,150,5,3.71321964263916
76,Asthmaanfälle,15.95484246686101,14.99220958352089,150,6,15.95484246686101
77,Das,18.880918502807617,8.896342277526855,23,1,
78,Telefon,11.557262420654297,10.476740837097168,23,2,11.557262420654297
79,klingelt,1.8799901008605957,5.612427234649658,23,3,1.8799901008605957
80,in,6.433367729187012,4.685949325561523,23,4,6.433367729187012
81,der,1.5375007390975952,6.652194499969482,23,5,1.5375007390975952
82,stillen,13.446310997009277,8.970549583435059,23,6,13.446310997009277
83,Wohnung,7.643515110015869,6.59900426864624,23,7,7.643515110015869
84,Du,20.054386138916016,8.896342277526855,128,1,
85,hilfst,22.51567268371582,18.40481472015381,128,2,22.51567268371582
86,mir,3.4051425457000732,7.876061916351318,128,3,3.4051425457000732
87,beim,6.351985931396484,6.167526721954346,128,4,6.351985931396484
88,Fernstudium,16.45880126953125,14.996807098388672,128,5,16.45880126953125
89,Draußen,29.450202465057373,15.132203102111816,68,1,
90,fliegt,13.555981636047363,8.383546829223633,68,2,13.555981636047363
91,die,3.7643485069274902,6.309235095977783,68,3,3.7643485069274902
92,Landschaft,10.131338119506836,8.909202575683594,68,4,10.131338119506836
93,vorbei,6.175178527832031,7.190484046936035,68,5,6.175178527832031
94,Die,17.841373443603516,8.896342277526855,25,1,
95,Blumen,13.241004943847656,12.353851318359375,25,2,13.241004943847656
96,blühen,7.617628186941147,9.211504638195038,25,3,7.617628186941147
97,im,4.211169242858887,6.564887523651123,25,4,4.211169242858887
98,Garten,4.737873554229736,7.0015034675598145,25,5,4.737873554229736
99,Die,17.841373443603516,8.896342277526855,253,1,
100,Radfahrer,14.198868751525879,12.353851318359375,253,2,14.198868751525879
101,erkunden,12.284719467163086,7.59525203704834,253,3,12.284719467163086
102,den,3.1008410453796387,6.2098069190979,253,4,3.1008410453796387
103,Wald,5.248560428619385,10.54555606842041,253,5,5.248560428619385
104,Unruhig,39.3868522644043,29.126062393188477,7,1,
105,tanzen,15.628464698791504,9.15556526184082,7,2,15.628464698791504
106,Blätter,16.22110939025879,6.1320085525512695,7,3,16.22110939025879
107,im,5.371799468994141,8.079075813293457,7,4,5.371799468994141
108,Sonnenschein,7.241988658905029,7.131031513214111,7,5,7.241988658905029
109,Durch,20.922212600708008,8.896342277526855,119,1,
110,den,4.164959907531738,6.737635612487793,119,2,4.164959907531738
111,ständigen,9.298099517822266,10.838671684265137,119,3,9.298099517822266
112,Föhn,18.50343084335327,14.584049224853516,119,4,18.50343084335327
113,verdorren,20.70601212978363,14.739825010299683,119,5,20.70601212978363
114,die,1.1742826700210571,5.880601406097412,119,6,1.1742826700210571
115,Ähren,12.035074710845947,9.513442158699036,119,7,12.035074710845947
116,Bei,21.51325035095215,8.896342277526855,118,1,
117,dem,5.107017517089844,8.263981819152832,118,2,5.107017517089844
118,Peitschenknall,25.915750458836555,21.204038977622986,118,3,25.915750458836555
119,scheuten,19.68315029144287,14.988670825958252,118,4,19.68315029144287
120,die,1.500876545906067,4.617768287658691,118,5,1.500876545906067
121,Rösser,13.199752807617188,16.470179557800293,118,6,13.199752807617188
122,Einstweilen,29.17076277732849,29.93601417541504,130,1,
123,ist,3.206059217453003,8.121757507324219,130,2,3.206059217453003
124,Erfolg,17.420856475830078,5.944289207458496,130,3,17.420856475830078
125,die,7.44656229019165,7.172072410583496,130,4,7.44656229019165
126,Hauptsache,6.562662601470947,7.880455017089844,130,5,6.562662601470947
127,Durch,20.922212600708008,8.896342277526855,55,1,
128,Wald,15.569506645202637,6.737635612487793,55,2,15.569506645202637
129,und,2.432612895965576,7.31852912902832,55,3,2.432612895965576
130,Feld,3.3521039485931396,4.0639495849609375,55,4,3.3521039485931396
131,führt,3.8620338439941406,7.067781925201416,55,5,3.8620338439941406
132,unser,7.843843936920166,4.1495041847229,55,6,7.843843936920166
133,Weg,0.4997658133506775,3.2997477054595947,55,7,0.4997658133506775
134,Der,18.26059341430664,8.896342277526855,251,1,
135,Regen,11.327692985534668,11.863557815551758,251,2,11.327692985534668
136,klopft,14.66546893119812,10.972208976745605,251,3,14.66546893119812
137,ans,11.160642623901367,5.922099590301514,251,4,11.160642623901367
138,Fenster,2.4081013202667236,7.103056907653809,251,5,2.4081013202667236
139,Der,18.26059341430664,8.896342277526855,182,1,
140,Regenschirm,15.79740858078003,19.177737712860107,182,2,15.79740858078003
141,schützt,7.138819694519043,7.038815021514893,182,3,7.138819694519043
142,vor,2.810264825820923,5.937918663024902,182,4,2.810264825820923
143,plötzlichem,15.753809332847595,9.782302379608154,182,5,15.753809332847595
144,Regen,1.4548141956329346,5.45774507522583,182,6,1.4548141956329346
145,Motoren,26.800596237182617,8.896342277526855,92,1,
146,brauchen,13.343734741210938,9.412095069885254,92,2,13.343734741210938
147,Benzin,11.447773933410645,7.684456825256348,92,3,11.447773933410645
148,Öl,15.542590141296387,5.436653137207031,92,4,15.542590141296387
149,und,3.33368182182312,6.538476943969727,92,5,3.33368182182312
150,Wasser,4.887254238128662,8.096860885620117,92,6,4.887254238128662
151,Die,17.841373443603516,8.896342277526855,3,1,
152,Blumen,13.241004943847656,12.353851318359375,3,2,13.241004943847656
153,blühen,7.617628186941147,9.211504638195038,3,3,7.617628186941147
154,im,4.211169242858887,6.564887523651123,3,4,4.211169242858887
155,Winter,5.952671051025391,7.0015034675598145,3,5,5.952671051025391
156,blau,10.691246032714844,5.980134010314941,3,6,10.691246032714844
157,Der,18.26059341430664,8.896342277526855,198,1,
158,Arzt,11.528139114379883,11.863557815551758,198,2,11.528139114379883
159,untersucht,10.256525993347168,8.144895553588867,198,3,10.256525993347168
160,den,3.525198221206665,7.094960689544678,198,4,3.525198221206665
161,Patienten,3.535066604614258,9.52264404296875,198,5,3.535066604614258
162,Der,18.26059341430664,8.896342277526855,252,1,
163,Lehrer,12.222090721130371,11.863557815551758,252,2,12.222090721130371
164,erklärt,9.954377174377441,8.498811721801758,252,3,9.954377174377441
165,schwierige,16.09515380859375,5.548275947570801,252,4,16.09515380859375
166,Konzepte,11.749459266662598,7.559752941131592,252,5,11.749459266662598
167,Der,18.26059341430664,8.896342277526855,241,1,
168,Nachbar,12.161871910095215,11.863557815551758,241,2,12.161871910095215
169,trägt,10.703692436218262,8.925731658935547,241,3,10.703692436218262
170,immer,7.078000545501709,7.855948448181152,241,4,7.078000545501709
171,Hüte,12.097217291593552,7.100612699985504,241,5,12.097217291593552
172,Junge,30.465251922607422,8.896342277526855,225,1,
173,Erwachsene,10.501888275146484,9.559789657592773,225,2,10.501888275146484
174,genießen,8.72570514678955,7.550521373748779,225,3,8.72570514678955
175,das,3.9166126251220703,7.2212629318237305,225,4,3.9166126251220703
176,Stadtfest,11.073806285858154,13.187543869018555,225,5,11.073806285858154
177,Sechs,25.07960319519043,8.896342277526855,89,1,
178,Mädchen,10.82409954071045,9.311841011047363,89,2,10.82409954071045
179,wollen,8.116872787475586,5.958000183105469,89,3,8.116872787475586
180,Schwester,15.832347869873047,8.109619140625,89,4,15.832347869873047
181,werden,5.103852272033691,9.61025619506836,89,5,5.103852272033691
182,Die,17.841373443603516,8.896342277526855,249,1,
183,Krankenschwester,16.472759246826172,12.353851318359375,249,2,16.472759246826172
184,jongliert,17.117117647081614,14.96560150384903,249,3,17.117117647081614
185,mit,2.47672963142395,7.243947982788086,249,4,2.47672963142395
186,Medikamenten,10.219985008239746,9.42728328704834,249,5,10.219985008239746
187,Die,17.841373443603516,8.896342277526855,53,1,
188,Kartoffeln,14.100444793701172,12.353851318359375,53,2,14.100444793701172
189,gehören,8.589022636413574,7.098848819732666,53,3,8.589022636413574
190,zum,3.942692279815674,5.7921881675720215,53,4,3.942692279815674
191,Mittagessen,8.17908763885498,10.059290885925293,53,5,8.17908763885498
192,Der,18.26059341430664,8.896342277526855,20,1,
193,Regen,11.327692985534668,11.863557815551758,20,2,11.327692985534668
194,prasselt,9.699135929346085,9.565031677484512,20,3,9.699135929346085
195,auf,2.2040607929229736,5.979684352874756,20,4,2.2040607929229736
196,das,3.4932925701141357,4.5610857009887695,20,5,3.4932925701141357
197,Dachfenster,16.748472213745117,13.622949838638306,20,6,16.748472213745117
198,Morgen,24.672304153442383,8.896342277526855,1,1,
199,wird,8.236591339111328,8.022782325744629,1,2,8.236591339111328
200,es,2.714388608932495,7.817577362060547,1,3,2.714388608932495
201,neblig,14.738219499588013,17.400595664978027,1,4,14.738219499588013
202,und,3.6774308681488037,4.826121807098389,1,5,3.6774308681488037
203,eiskalt,11.429837994277477,6.612148806452751,1,6,11.429837994277477
204,Der,18.26059341430664,8.896342277526855,164,1,
205,Regen,11.327692985534668,11.863557815551758,164,2,11.327692985534668
206,spielt,10.134906768798828,7.31417989730835,164,3,10.134906768798828
207,Klavier,12.827214241027832,7.11696720123291,164,4,12.827214241027832
208,auf,7.980082988739014,4.695773601531982,164,5,7.980082988739014
209,den,3.8847591876983643,4.93107271194458,164,6,3.8847591876983643
210,Dächern,6.493426822125912,10.314663708209991,164,7,6.493426822125912
211,Die,17.841373443603516,8.896342277526855,57,1,
212,Tante,15.768780708312988,12.353851318359375,57,2,15.768780708312988
213,bewohnt,18.808408737182617,8.330459594726562,57,3,18.808408737182617
214,ein,2.0668258666992188,5.8399152755737305,57,4,2.0668258666992188
215,nettes,10.318472570739686,8.045211058109999,57,5,10.318472570739686
216,Häuschen,4.890750885009766,5.885310649871826,57,6,4.890750885009766
217,Wir,18.92342758178711,8.896342277526855,52,1,
218,wollen,6.437782287597656,6.8760480880737305,52,2,6.437782287597656
219,heute,8.630477905273438,7.8616743087768555,52,3,8.630477905273438
220,spazieren,14.615621566772461,7.609663009643555,52,4,14.615621566772461
221,gehen,0.39905357360839844,1.6450560092926025,52,5,0.39905357360839844
222,Die,17.841373443603516,8.896342277526855,126,1,
223,Entscheidung,9.155137062072754,12.353851318359375,126,2,9.155137062072754
224,darfst,20.583303451538086,5.44950532913208,126,3,20.583303451538086
225,du,0.18578046560287476,1.0534815788269043,126,4,0.18578046560287476
226,selbst,6.808302879333496,5.536189079284668,126,5,6.808302879333496
227,fällen,5.286547660827637,1.9877543449401855,126,6,5.286547660827637
228,Die,17.841373443603516,8.896342277526855,223,1,
229,Straßen,11.641923904418945,12.353851318359375,223,2,11.641923904418945
230,sind,4.194578647613525,8.066285133361816,223,3,4.194578647613525
231,voller,4.569521903991699,8.354070663452148,223,4,4.569521903991699
232,fröhlicher,12.207275588065386,8.905864030122757,223,5,12.207275588065386
233,Passanten,9.407797813415527,3.4141509532928467,223,6,9.407797813415527
234,Sie,18.278270721435547,8.896342277526855,120,1,
235,hat,6.996389389038086,7.353473663330078,120,2,6.996389389038086
236,die,3.961411714553833,7.966017723083496,120,3,3.961411714553833
237,Neuigkeit,13.519515037536621,16.0291748046875,120,4,13.519515037536621
238,mit,7.239001750946045,7.208712100982666,120,5,7.239001750946045
239,Genugtuung,11.136954814195633,13.095376640558243,120,6,11.136954814195633
240,aufgenommen,1.0570834875106812,2.840651035308838,120,7,1.0570834875106812
241,Er,20.50890350341797,8.896342277526855,113,1,
242,hat,6.744086742401123,10.31694507598877,113,2,6.744086742401123
243,eine,4.200240612030029,7.9715576171875,113,3,4.200240612030029
244,sprunghafte,15.895823895931244,19.825385570526123,113,4,15.895823895931244
245,Gangart,10.970614671707153,10.428076028823853,113,5,10.970614671707153
246,Der,18.26059341430664,8.896342277526855,15,1,
247,alte,10.052489280700684,11.863557815551758,15,2,10.052489280700684
248,Baum,6.876526832580566,10.464167594909668,15,3,6.876526832580566
249,erzählte,15.675533294677734,6.757106781005859,15,4,15.675533294677734
250,vom,4.843677043914795,6.491623878479004,15,5,4.843677043914795
251,Leben,3.414121389389038,9.730358123779297,15,6,3.414121389389038
252,Sein,20.844966888427734,8.896342277526855,157,1,
253,Blick,9.786177635192871,9.96447467803955,157,2,9.786177635192871
254,streifte,13.211103558540344,6.7109643667936325,157,3,13.211103558540344
255,die,2.3998360633850098,6.803400993347168,157,4,2.3998360633850098
256,Sterne,10.786301612854004,11.585466384887695,157,5,10.786301612854004
257,Bei,21.51325035095215,8.896342277526855,142,1,
258,Konkurs,15.39969253540039,8.263981819152832,142,2,15.39969253540039
259,kennt,16.59649085998535,7.976178169250488,142,3,16.59649085998535
260,der,3.4517791271209717,4.983279228210449,142,4,3.4517791271209717
261,Richter,7.924414157867432,9.271202087402344,142,5,7.924414157867432
262,keine,3.5037925243377686,6.7314558029174805,142,6,3.5037925243377686
263,Gnade,0.9257108569145203,5.173913955688477,142,7,0.9257108569145203
264,Die,17.841373443603516,8.896342277526855,240,1,
265,Musiker,12.389017105102539,12.353851318359375,240,2,12.389017105102539
266,unterhalten,10.898088455200195,7.07932186126709,240,3,10.898088455200195
267,Passanten,14.55065631866455,5.590529918670654,240,4,14.55065631866455
268,mit,3.1550698280334473,4.331361770629883,240,5,3.1550698280334473
269,ihrer,4.420322895050049,8.691970825195312,240,6,4.420322895050049
270,Musik,1.4961711168289185,7.342250823974609,240,7,1.4961711168289185
271,Heute,25.962135314941406,8.896342277526855,86,1,
272,jeder,16.019189834594727,8.644415855407715,86,2,16.019189834594727
273,Strauß,16.43788719177246,8.67508316040039,86,3,16.43788719177246
274,Blumen,6.859558582305908,8.565893173217773,86,4,6.859558582305908
275,zwei,14.09343433380127,7.735201835632324,86,5,14.09343433380127
276,Mark,9.947005271911621,9.347317695617676,86,6,9.947005271911621
277,Das,18.880918502807617,8.896342277526855,135,1,
278,amtliche,14.617276191711426,10.476740837097168,135,2,14.617276191711426
279,Amtsblatt,6.649586200714111,9.406044006347656,135,3,6.649586200714111
280,liegt,11.370152473449707,5.1893310546875,135,4,11.370152473449707
281,überm,24.95655918121338,11.611047744750977,135,5,24.95655918121338
282,Durchschnitt,11.98559856414795,9.919684410095215,135,6,11.98559856414795
283,Diese,21.24692726135254,8.896342277526855,82,1,
284,Durchsage,20.562710285186768,16.17154550552368,82,2,20.562710285186768
285,ist,2.9610140323638916,7.148975372314453,82,3,2.9610140323638916
286,ohne,11.161267280578613,7.942717552185059,82,4,11.161267280578613
287,Gewähr,5.380973815917969,7.755669116973877,82,5,5.380973815917969
288,Ein,18.193517684936523,8.896342277526855,224,1,
289,Musiker,13.366850852966309,11.972281455993652,224,2,13.366850852966309
290,verzaubert,12.708020210266113,10.412359714508057,224,3,12.708020210266113
291,die,2.4636130332946777,6.038354873657227,224,4,2.4636130332946777
292,Menschenmenge,15.520766735076904,10.043233394622803,224,5,15.520766735076904
293,Die,17.841373443603516,8.896342277526855,188,1,
294,Blumen,13.241004943847656,12.353851318359375,188,2,13.241004943847656
295,blühen,7.617628186941147,9.211504638195038,188,3,7.617628186941147
296,bunt,10.703539848327637,6.564888000488281,188,4,10.703539848327637
297,im,5.366347789764404,4.7026777267456055,188,5,5.366347789764404
298,Blumenkasten,14.697917580604553,14.142699956893921,188,6,14.697917580604553
299,In,16.59467887878418,8.896342277526855,75,1,
300,der,5.123151779174805,9.440967559814453,75,2,5.123151779174805
301,Dämmerung,11.942387819290161,19.226192951202393,75,3,11.942387819290161
302,kommen,9.68810749053955,7.802095413208008,75,4,9.68810749053955
303,wir,4.025385856628418,6.457524299621582,75,5,4.025385856628418
304,heim,11.46569538116455,6.263585090637207,75,6,11.46569538116455
305,Er,20.50890350341797,8.896342277526855,151,1,
306,wird,7.514040470123291,10.31694507598877,151,2,7.514040470123291
307,ihr,10.246820449829102,8.583531379699707,151,3,10.246820449829102
308,ewig,12.389505386352539,10.225152015686035,151,4,12.389505386352539
309,treu,2.744263172149658,7.588050842285156,151,5,2.744263172149658
310,bleiben,2.123642683029175,1.8994704484939575,151,6,2.123642683029175
311,Über,20.358186721801758,8.896342277526855,43,1,
312,die,5.883896827697754,8.272714614868164,43,2,5.883896827697754
313,Felder,12.799066543579102,11.865619659423828,43,3,12.799066543579102
314,weht,10.657769203186035,7.670172214508057,43,4,10.657769203186035
315,ein,3.1372148990631104,7.096816539764404,43,5,3.1372148990631104
316,Wind,3.577136754989624,8.494085311889648,43,6,3.577136754989624
317,Hier,22.75847053527832,8.896342277526855,72,1,
318,richten,15.400181770324707,7.128101348876953,72,2,15.400181770324707
319,Zimmerleute,24.13601064682007,11.328326225280762,72,3,24.13601064682007
320,ein,5.790207862854004,7.290855884552002,72,4,5.790207862854004
321,Dach,7.689967155456543,9.813765525817871,72,5,7.689967155456543
322,Ein,18.193517684936523,8.896342277526855,117,1,
323,Stückchen,14.110528469085693,21.27329730987549,117,2,14.110528469085693
324,weiter,4.719342231750488,9.100107192993164,117,3,4.719342231750488
325,nördlich,7.82127571105957,8.016611099243164,117,4,7.82127571105957
326,ist,4.391478538513184,7.798948764801025,117,5,4.391478538513184
327,eine,4.277149200439453,6.234942436218262,117,6,4.277149200439453
328,Umgehungsstraße,12.939456962049007,15.736801952123642,117,7,12.939456962049007
329,In,16.59467887878418,8.896342277526855,165,1,
330,ihrem,14.786177635192871,9.440967559814453,165,2,14.786177635192871
331,Blick,8.897846221923828,10.664850234985352,165,3,8.897846221923828
332,lag,9.23358154296875,7.427986145019531,165,4,9.23358154296875
333,eine,3.363586664199829,5.9457621574401855,165,5,3.363586664199829
334,tiefe,8.519186019897461,10.8804931640625,165,6,8.519186019897461
335,Sehnsucht,6.803223133087158,8.382695198059082,165,7,6.803223133087158
336,Wir,18.92342758178711,8.896342277526855,65,1,
337,haben,3.106657028198242,6.8760480880737305,65,2,3.106657028198242
338,ein,5.255597114562988,7.938072681427002,65,3,5.255597114562988
339,Abteil,15.024820327758789,9.622590065002441,65,4,15.024820327758789
340,extra,9.624465942382812,6.691363334655762,65,5,9.624465942382812
341,für,1.4405896663665771,6.217947006225586,65,6,1.4405896663665771
342,uns,5.709448337554932,5.133936405181885,65,7,5.709448337554932
343,Schnaps,25.283236980438232,14.479447364807129,148,1,
344,im,6.466507434844971,8.03846549987793,148,2,6.466507434844971
345,Tee,9.463786125183105,9.556122779846191,148,3,9.463786125183105
346,verfälscht,18.60560917854309,13.845043063163757,148,4,18.60560917854309
347,das,6.248367786407471,6.018056869506836,148,5,6.248367786407471
348,Aroma,3.6508896350860596,8.689909934997559,148,6,3.6508896350860596
349,Das,18.880918502807617,8.896342277526855,4,1,
350,kalte,13.465460777282715,10.476740837097168,4,2,13.465460777282715
351,Licht,7.298732757568359,8.138507843017578,4,3,7.298732757568359
352,leuchtet,9.826178550720215,6.948145866394043,4,4,9.826178550720215
353,am,6.342466354370117,7.490530490875244,4,5,6.342466354370117
354,Morgen,4.123529434204102,7.358940124511719,4,6,4.123529434204102
355,Ihr,20.829755783081055,8.896342277526855,37,1,
356,Lachen,16.00145721435547,7.513422012329102,37,2,16.00145721435547
357,hallte,18.46022629737854,12.18208372592926,37,3,18.46022629737854
358,durch,2.4470531940460205,6.179851531982422,37,4,2.4470531940460205
